CODE_OPERATION	CODE_STATION	DATE	CODE_TAXON	RESULTAT
2017J710540T02	J710540T	2017-06-27	NFON	2
2017J710540T02	J710540T	2017-06-27	CEUG	2
2017J710540T02	J710540T	2017-06-27	EOMI	1
2017J710540T02	J710540T	2017-06-27	DSTE	1
2017J710540T02	J710540T	2017-06-27	SCHK	1
2017J710540T01	J710540T	2017-06-27	ADMI	286
2017J710540T01	J710540T	2017-06-27	ESUM	48
2017J710540T01	J710540T	2017-06-27	BNEG	17
2017J710540T01	J710540T	2017-06-27	GLAT	14
2017J710540T01	J710540T	2017-06-27	SSSP	9
2017J710540T01	J710540T	2017-06-27	GEXL	6
2017J710540T01	J710540T	2017-06-27	FGRA	5
2017J710540T01	J710540T	2017-06-27	EIMP	3
2017J710540T01	J710540T	2017-06-27	CAEX	3
2017J710540T01	J710540T	2017-06-27	CDUB	2
2017J710540T01	J710540T	2017-06-27	AUPU	2
2017J710540T01	J710540T	2017-06-27	NPAD	1
2017J710540T01	J710540T	2017-06-27	AAMB	1
2017J710540T01	J710540T	2017-06-27	CCYM	1
2017J710540T01	J710540T	2017-06-27	NFON	1
2017J710540T01	J710540T	2017-06-27	PLFR	1
